#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
POHPJG_10495,1211817.CCAT010000044_gene3356,1.36E-207,598,"COG0210@1|root,COG0210@2|Bacteria,1V7EN@1239|Firmicutes,24DPV@186801|Clostridia,36HZN@31979|Clostridiaceae",186801|Clostridia,L,UvrD/REP helicase N-terminal domain,-,-,3.6.4.12,ko:K03657,"ko03420,ko03430,map03420,map03430",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"UvrD-helicase,UvrD_C"
POHPJG_10500,1211817.CCAT010000044_gene3355,6.63E-225,644,"COG1195@1|root,COG3593@1|root,COG1195@2|Bacteria,COG3593@2|Bacteria,1V7Y2@1239|Firmicutes,25DHV@186801|Clostridia,36UBG@31979|Clostridiaceae",186801|Clostridia,L,Protein of unknown function (DUF2813),-,-,-,-,-,-,-,-,-,-,-,-,AAA_15
POHPJG_10510,279808.SH0064,0,991,"COG0286@1|root,COG0286@2|Bacteria,1TPGZ@1239|Firmicutes,4HA1J@91061|Bacilli,4GYBS@90964|Staphylococcaceae",91061|Bacilli,V,type I restriction-modification system,hsdM,-,2.1.1.72,ko:K03427,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,"HsdM_N,N6_Mtase"
POHPJG_10515,1220551.SCHR_10340,1.43E-124,374,"COG0732@1|root,COG0732@2|Bacteria,1UZGE@1239|Firmicutes,4HCYM@91061|Bacilli,4GZB4@90964|Staphylococcaceae",91061|Bacilli,V,Type I restriction modification DNA specificity domain,-,-,3.1.21.3,ko:K01154,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,Methylase_S
POHPJG_10520,279808.SH0062,0,1986,"COG0610@1|root,COG0610@2|Bacteria,1TP7S@1239|Firmicutes,4HB5A@91061|Bacilli,4GYCZ@90964|Staphylococcaceae",91061|Bacilli,L,"Subunit R is required for both nuclease and ATPase activities, but not for modification",hsdR,-,3.1.21.3,ko:K01153,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,"DUF3387,HSDR_N,ResIII"
POHPJG_10525,1159488.SEQMU2_12580,2.40E-124,362,"2EX5G@1|root,33QGH@2|Bacteria,1VTVS@1239|Firmicutes,4HT4Q@91061|Bacilli",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_10530,176280.SE_0216,1.54E-117,348,"COG0624@1|root,COG0624@2|Bacteria,1TPMJ@1239|Firmicutes,4HB39@91061|Bacilli,4GXV2@90964|Staphylococcaceae",91061|Bacilli,E,succinyl-diaminopimelate desuccinylase,dapE,-,3.5.1.18,ko:K01439,"ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230",M00016,R02734,"RC00064,RC00090","ko00000,ko00001,ko00002,ko01000",-,-,-,"M20_dimer,Peptidase_M20,Peptidase_M28"
POHPJG_10535,525378.HMPREF0793_0730,6.71E-74,234,"COG0624@1|root,COG0624@2|Bacteria,1TPMJ@1239|Firmicutes,4HB39@91061|Bacilli,4GXV2@90964|Staphylococcaceae",91061|Bacilli,E,succinyl-diaminopimelate desuccinylase,dapE,-,3.5.1.18,ko:K01439,"ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230",M00016,R02734,"RC00064,RC00090","ko00000,ko00001,ko00002,ko01000",-,-,-,"M20_dimer,Peptidase_M20,Peptidase_M28"
POHPJG_10540,1141106.CAIB01000206_gene1874,6.17E-150,430,"COG1893@1|root,COG1893@2|Bacteria,1UM1M@1239|Firmicutes,4HBPD@91061|Bacilli,4GY9U@90964|Staphylococcaceae",91061|Bacilli,H,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,apbA,-,1.1.1.169,ko:K00077,"ko00770,ko01100,ko01110,map00770,map01100,map01110",M00119,R02472,RC00726,"ko00000,ko00001,ko00002,ko01000",-,-,-,"ApbA,ApbA_C"
POHPJG_10555,1034809.SLUG_08950,7.67E-33,118,"COG1302@1|root,COG1302@2|Bacteria,1VCNX@1239|Firmicutes,4HKR6@91061|Bacilli,4GYTB@90964|Staphylococcaceae",91061|Bacilli,S,Alkaline shock protein 23,asp23,-,-,-,-,-,-,-,-,-,-,-,Asp23
POHPJG_10560,176279.SERP2468,7.78E-38,127,"29J4Y@1|root,3062C@2|Bacteria,1TZ2S@1239|Firmicutes,4I89S@91061|Bacilli,4GZUR@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_10570,176280.SE_0053,3.13E-62,191,"COG0827@1|root,COG0827@2|Bacteria,1VKXJ@1239|Firmicutes,4I0AM@91061|Bacilli,4GZHD@90964|Staphylococcaceae",91061|Bacilli,L,Staphylococcal protein of unknown function (DUF960),-,-,-,-,-,-,-,-,-,-,-,-,DUF960
POHPJG_10580,629742.STAHO0001_0594,2.87E-78,232,"29I9Y@1|root,30571@2|Bacteria,1TXTQ@1239|Firmicutes,4I6W0@91061|Bacilli,4GZ77@90964|Staphylococcaceae",91061|Bacilli,S,Pfam:DUF950,-,-,-,-,-,-,-,-,-,-,-,-,SAUGI
POHPJG_10585,629742.STAHO0001_0595,0,884,"COG1961@1|root,COG1961@2|Bacteria,1TPUG@1239|Firmicutes,4HB3H@91061|Bacilli,4GYIH@90964|Staphylococcaceae",91061|Bacilli,L,Recombinase,spoIVCA,-,-,ko:K06400,-,-,-,-,ko00000,-,-,-,"Recombinase,Resolvase,Zn_ribbon_recom"
POHPJG_10590,1444310.JANV01000028_gene1617,1.78E-18,85.1,"COG1961@1|root,COG1961@2|Bacteria,1TPUG@1239|Firmicutes,4HB3H@91061|Bacilli,1ZBV3@1386|Bacillus",91061|Bacilli,L,Recombinase,spoIVCA,-,-,ko:K06400,-,-,-,-,ko00000,-,-,-,"Recombinase,Resolvase,Zn_ribbon_recom"
POHPJG_10595,629742.STAHO0001_0573,0,930,"COG3378@1|root,COG3378@2|Bacteria,1TQP9@1239|Firmicutes,4HA5U@91061|Bacilli,4GYF9@90964|Staphylococcaceae",91061|Bacilli,S,"Phage plasmid primase, P4 family",-,-,-,ko:K06919,-,-,-,-,ko00000,-,-,-,"D5_N,Pox_D5"
POHPJG_10600,629742.STAHO0001_0574,1.40E-68,209,"29IA5@1|root,30578@2|Bacteria,1TXU2@1239|Firmicutes,4I6WG@91061|Bacilli,4GZ99@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_10605,629742.STAHO0001_0598,2.63E-174,497,"29I82@1|root,30554@2|Bacteria,1TXQM@1239|Firmicutes,4I6RX@91061|Bacilli,4GYIS@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DNA_pol_A
POHPJG_10610,629742.STAHO0001_0599,1.47E-27,104,"2CA6Q@1|root,305QJ@2|Bacteria,1TYI6@1239|Firmicutes,4I7NM@91061|Bacilli,4H126@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_10615,176280.SE_0069,4.04E-185,529,"29IFC@1|root,305CJ@2|Bacteria,1TY19@1239|Firmicutes,4I749@91061|Bacilli,4GZY3@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_11095,865938.Weevi_0091,1.86E-10,62.8,"COG0610@1|root,COG0610@2|Bacteria,4NFJ8@976|Bacteroidetes,1I7BI@117743|Flavobacteriia",976|Bacteroidetes,V,Domain of unknown function (DUF3387),hsdR,-,3.1.21.3,ko:K01153,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,"DUF3387,HSDR_N,ResIII"
POHPJG_11100,176280.SE_1013,9.64E-111,320,"COG1943@1|root,COG1943@2|Bacteria,1V1CM@1239|Firmicutes,4HBWU@91061|Bacilli,4GYQ5@90964|Staphylococcaceae",91061|Bacilli,L,COG1943 Transposase and inactivated derivatives,-,-,-,ko:K07491,-,-,-,-,ko00000,-,-,-,Y1_Tnp
POHPJG_11110,1141106.CAIB01000037_gene279,1.67E-63,207,"COG1266@1|root,COG1266@2|Bacteria,1W74H@1239|Firmicutes,4I2VP@91061|Bacilli,4GZ1X@90964|Staphylococcaceae",91061|Bacilli,S,CAAX protease self-immunity,-,-,-,ko:K07052,-,-,-,-,ko00000,-,-,-,Abi
POHPJG_11115,1078083.HMPREF1208_01554,9.70E-20,80.1,"2DCSK@1|root,2ZF6Y@2|Bacteria,1TY99@1239|Firmicutes,4I7CS@91061|Bacilli,4H0CK@90964|Staphylococcaceae",91061|Bacilli,S,Staphylococcus haemolytic protein,-,-,-,-,-,-,-,-,-,-,-,-,Staph_haemo
POHPJG_11135,1159488.SEQMU2_07785,8.55E-77,239,"COG0561@1|root,COG0561@2|Bacteria,1TQTU@1239|Firmicutes,4HDUC@91061|Bacilli,4GYFP@90964|Staphylococcaceae",91061|Bacilli,S,haloacid dehalogenase-like hydrolase,-,-,-,-,-,-,-,-,-,-,-,-,Hydrolase_3
POHPJG_11145,279808.SH0234,6.61E-80,257,"COG1762@1|root,COG3711@1|root,COG1762@2|Bacteria,COG3711@2|Bacteria,1TQT1@1239|Firmicutes,4HABH@91061|Bacilli,4GXS5@90964|Staphylococcaceae",91061|Bacilli,GKT,Mga helix-turn-helix domain,mtlR,-,-,ko:K03483,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_11,Mga,PRD,PTS_EIIA_2,PTS_IIB"
POHPJG_11150,279808.SH0235,9.07e-310,852,"COG2213@1|root,COG2213@2|Bacteria,1TPE3@1239|Firmicutes,4HAVV@91061|Bacilli,4GYH7@90964|Staphylococcaceae",91061|Bacilli,G,PTS system mannitol-specific,mtlA,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563",2.7.1.197,"ko:K02799,ko:K02800","ko00051,ko02060,map00051,map02060",M00274,R02704,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.2.1.12,4.A.2.1.2,4.A.2.1.24,4.A.2.1.5",-,-,"PTS_EIIC,PTS_IIB"
POHPJG_11155,176280.SE_0076,2.48E-126,374,"COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,4H9KK@91061|Bacilli,4GY76@90964|Staphylococcaceae",91061|Bacilli,L,COG3666 Transposase and inactivated derivatives,-,-,-,ko:K07487,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DDE_Tnp_1_6,DUF772"
POHPJG_11160,629742.STAHO0001_2089,0,873,"COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1TP5X@1239|Firmicutes,4HA0I@91061|Bacilli,4GWVX@90964|Staphylococcaceae",91061|Bacilli,G,PTS system,treP,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0015766,GO:0015771,GO:0015772,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090589",2.7.1.201,"ko:K02818,ko:K02819","ko00500,ko02060,map00500,map02060",M00270,R02780,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.1.2.13,4.A.1.2.4,4.A.1.2.8",-,iYO844.BSU07800,"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
POHPJG_11165,435837.HMPREF0798_01569,0,1092,"COG0366@1|root,COG0366@2|Bacteria,1TP53@1239|Firmicutes,4HA1G@91061|Bacilli,4GWZH@90964|Staphylococcaceae",91061|Bacilli,G,Alpha-amylase domain,treC,-,3.2.1.93,ko:K01226,"ko00500,map00500",-,"R00837,R06113",RC00049,"ko00000,ko00001,ko01000",-,GH13,-,"Alpha-amylase,DUF3459,Malt_amylase_C"
POHPJG_11170,435837.HMPREF0798_01568,4.08E-143,407,"COG2188@1|root,COG2188@2|Bacteria,1TRF6@1239|Firmicutes,4HDCX@91061|Bacilli,4GYA8@90964|Staphylococcaceae",91061|Bacilli,K,trehalose operon transcriptional repressor,treR,-,-,ko:K03486,-,-,-,-,"ko00000,ko03000",-,-,-,"GntR,UTRA"
POHPJG_11635,1234593.ANBY01000020_gene1352,1.88E-39,131,"2A1J2@1|root,30PSX@2|Bacteria,1TY0V@1239|Firmicutes,4I73U@91061|Bacilli,4GZXC@90964|Staphylococcaceae",91061|Bacilli,S,Protein of unknown function (DUF3269),-,-,-,-,-,-,-,-,-,-,-,-,DUF3269
POHPJG_11640,1147044.H9A0L9_9CAUD,2.47E-81,255,"4QAX8@10239|Viruses,4QPHH@28883|Caudovirales",28883|Caudovirales,S,calcium ion binding,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_11645,1147044.H9A0L6_9CAUD,1.69E-95,279,"4QAU9@10239|Viruses,4QVR2@35237|dsDNA viruses  no RNA stage,4QQV4@28883|Caudovirales,4QKUJ@10699|Siphoviridae",10699|Siphoviridae,S,Single-strand binding protein family,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_11745,629742.STAHO0001_1390,3.75E-33,126,"2A1G1@1|root,30PPH@2|Bacteria,1TXXM@1239|Firmicutes,4I70B@91061|Bacilli,4GZPM@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_11755,984892.SPSE_1944,5.46E-138,395,"28KYP@1|root,2ZAE6@2|Bacteria,1V775@1239|Firmicutes,4HMWB@91061|Bacilli,4H0AK@90964|Staphylococcaceae",91061|Bacilli,S,Domain of unknown function DUF1829,-,-,-,-,-,-,-,-,-,-,-,-,"DUF1828,DUF1829"
POHPJG_11925,68170.KL590520_gene7977,1.37E-11,63.5,"COG0477@1|root,COG2814@2|Bacteria,2GK8C@201174|Actinobacteria",201174|Actinobacteria,EGP,Major facilitator Superfamily,-,-,-,ko:K18567,-,-,-,-,"ko00000,ko02000",2.A.1.2.25,-,-,"MFS_1,Sugar_tr"
POHPJG_11995,435838.HMPREF0786_01872,4.13E-53,167,"COG1813@1|root,COG1813@2|Bacteria,1VEXE@1239|Firmicutes,4HSMQ@91061|Bacilli",91061|Bacilli,K,Helix-turn-helix domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_3
POHPJG_12420,1397699.JNIS01000001_gene37,1.61E-88,273,"COG1131@1|root,COG1131@2|Bacteria,1TQEV@1239|Firmicutes,4IQCY@91061|Bacilli",91061|Bacilli,V,ATPases associated with a variety of cellular activities,-,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"ABC_tran,DUF4162"
POHPJG_12425,1397693.KK211187_gene1628,2.53E-56,186,"2AHS5@1|root,3184I@2|Bacteria,1V7C3@1239|Firmicutes,4HJBZ@91061|Bacilli",91061|Bacilli,S,"COG1277 ABC-type transport system involved in multi-copper enzyme maturation, permease component",-,-,-,ko:K01992,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC2_membrane_2
POHPJG_12430,1117108.PAALTS15_27846,1.42E-15,70.9,"2CJUE@1|root,2ZN83@2|Bacteria,1W59G@1239|Firmicutes,4I10D@91061|Bacilli",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_12445,525378.HMPREF0793_1660,7.37E-30,106,"29ISA@1|root,305PN@2|Bacteria,1TYGY@1239|Firmicutes,4I7M8@91061|Bacilli,4H104@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_12480,1194526.A284_00760,5.29E-133,395,"COG1686@1|root,COG1686@2|Bacteria,1TQN0@1239|Firmicutes,4HBD4@91061|Bacilli,4GXCN@90964|Staphylococcaceae",91061|Bacilli,M,Belongs to the peptidase S11 family,-,-,3.4.16.4,ko:K07258,"ko00550,ko01100,map00550,map01100",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko01011",-,-,-,"DUF1958,PBP5_C,Peptidase_S11"
POHPJG_12495,435838.HMPREF0786_01849,3.27E-43,144,"COG1961@1|root,COG1961@2|Bacteria,1UZT3@1239|Firmicutes,4HCR8@91061|Bacilli,4GYM3@90964|Staphylococcaceae",91061|Bacilli,L,"Resolvase, N terminal domain",-,-,-,-,-,-,-,-,-,-,-,-,"HTH_11,HTH_7,Resolvase"
POHPJG_12525,1405498.SSIM_11945,1.90E-59,184,"29IAM@1|root,3057Q@2|Bacteria,1TXUX@1239|Firmicutes,4I6XC@91061|Bacilli,4GZCS@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_12530,1229783.C273_10417,8.98E-48,156,"2BVX7@1|root,305E7@2|Bacteria,1TY3G@1239|Firmicutes,4I76K@91061|Bacilli,4H02Q@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_12550,1167632.AJTR01000191_gene16,2.09E-186,522,"COG2946@1|root,COG2946@2|Bacteria,1VMP1@1239|Firmicutes,4HSQH@91061|Bacilli,4GYRI@90964|Staphylococcaceae",91061|Bacilli,L,Replication initiation factor,-,-,-,-,-,-,-,-,-,-,-,-,Rep_trans
POHPJG_12610,1159488.SEQMU2_14555,1.67E-30,121,"29IHR@1|root,305EZ@2|Bacteria,1TY4G@1239|Firmicutes,4I77K@91061|Bacilli,4H04Q@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_12615,171693.BN988_02835,2.47E-14,71.6,"291NR@1|root,2ZP8Y@2|Bacteria,1V43E@1239|Firmicutes,4HHQD@91061|Bacilli,23KNP@182709|Oceanobacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POHPJG_12625,1163409.UUA_18614,1.53E-53,171,"COG3666@1|root,COG3666@2|Bacteria",2|Bacteria,-,-,-,-,-,ko:K07487,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DDE_Tnp_1_6,DUF772"
AJPDJJ_00515,176280.SE_1212,4.40E-150,427,"COG0002@1|root,COG0002@2|Bacteria,1TPVI@1239|Firmicutes,4H9YD@91061|Bacilli,4GXMD@90964|Staphylococcaceae",91061|Bacilli,E,Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde,argC,"GO:0003674,GO:0003824,GO:0003942,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016620,GO:0016903,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",1.2.1.38,ko:K00145,"ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230","M00028,M00845",R03443,RC00684,"ko00000,ko00001,ko00002,ko01000",-,-,iYO844.BSU11190,"Semialdhyde_dh,Semialdhyde_dhC"
AJPDJJ_00525,176279.SERP1091,9.90E-193,540,"COG1364@1|root,COG1364@2|Bacteria,1TPBP@1239|Firmicutes,4H9TQ@91061|Bacilli,4GY9F@90964|Staphylococcaceae",91061|Bacilli,E,"Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate",argJ,"GO:0003674,GO:0003824,GO:0004042,GO:0004358,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006592,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","2.3.1.1,2.3.1.35",ko:K00620,"ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230",M00028,"R00259,R02282","RC00004,RC00064","ko00000,ko00001,ko00002,ko01000",-,-,-,ArgJ
AJPDJJ_00535,176279.SERP1089,2.24E-262,719,"COG4992@1|root,COG4992@2|Bacteria,1TP9S@1239|Firmicutes,4H9VZ@91061|Bacilli,4GYMV@90964|Staphylococcaceae",91061|Bacilli,E,acetylornithine aminotransferase,argD,"GO:0003674,GO:0003824,GO:0003992,GO:0005488,GO:0005515,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","2.6.1.11,2.6.1.17",ko:K00821,"ko00220,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00300,map01100,map01110,map01120,map01130,map01210,map01230","M00016,M00028,M00845","R02283,R04475","RC00006,RC00062","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_3
AJPDJJ_03015,176279.SERP2054,0,986,"COG0438@1|root,COG0438@2|Bacteria,1V5KQ@1239|Firmicutes,4HI5M@91061|Bacilli,4H1C2@90964|Staphylococcaceae",91061|Bacilli,M,Glycosyl transferase 1 domain A,-,-,2.4.1.52,ko:K00712,-,-,-,-,"ko00000,ko01000,ko01003",-,GT4,-,"Glyco_trans_A_1,Glycos_transf_1"
AJPDJJ_03910,435837.HMPREF0798_01832,8.11E-109,332,"COG2211@1|root,COG2211@2|Bacteria,1TR4D@1239|Firmicutes,4HDCY@91061|Bacilli,4GZHI@90964|Staphylococcaceae",91061|Bacilli,G,Transmembrane secretion effector,yjbB,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,MFS_3"
AJPDJJ_05865,1280.SAXN108_1437,5.65E-53,168,"COG1943@1|root,COG1943@2|Bacteria,1V1CM@1239|Firmicutes,4HBWU@91061|Bacilli,4GYQ5@90964|Staphylococcaceae",91061|Bacilli,L,COG1943 Transposase and inactivated derivatives,-,-,-,ko:K07491,-,-,-,-,ko00000,-,-,-,Y1_Tnp
AJPDJJ_07980,176279.SERP1835,3.31E-299,818,"COG2252@1|root,COG2252@2|Bacteria,1TQC6@1239|Firmicutes,4HANG@91061|Bacilli,4GXS6@90964|Staphylococcaceae",91061|Bacilli,S,permease,pbuG,-,-,ko:K06901,-,-,-,-,"ko00000,ko02000",2.A.1.40,-,iYO844.BSU06370,Xan_ur_permease
AJPDJJ_08070,176279.SERP1854,5.64E-80,239,"COG1763@1|root,COG1763@2|Bacteria,1VFA0@1239|Firmicutes,4HNMQ@91061|Bacilli,4GZGW@90964|Staphylococcaceae",91061|Bacilli,H,molybdopterin-guanine dinucleotide biosynthesis protein,mobB,-,-,ko:K03753,-,-,-,-,ko00000,-,-,-,MobB
AJPDJJ_08440,176279.SERP2172,7.14E-246,682,"COG0365@1|root,COG0365@2|Bacteria,1TQTI@1239|Firmicutes,4H9PN@91061|Bacilli,4GXDI@90964|Staphylococcaceae",91061|Bacilli,I,COG0365 Acyl-coenzyme A synthetases AMP-(fatty) acid ligases,ytcI,"GO:0003674,GO:0003824,GO:0003996,GO:0004321,GO:0006082,GO:0006139,GO:0006163,GO:0006629,GO:0006631,GO:0006633,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009117,GO:0009150,GO:0009259,GO:0009987,GO:0015645,GO:0016053,GO:0016405,GO:0016408,GO:0016740,GO:0016746,GO:0016747,GO:0016874,GO:0016877,GO:0016878,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0051186,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901576",6.2.1.1,ko:K01895,"ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200",M00357,"R00235,R00236,R00316,R00926,R01354","RC00004,RC00012,RC00043,RC00070,RC02746,RC02816","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,"AMP-binding,AMP-binding_C"
AJPDJJ_10125,342451.SSP0058,6.56E-19,82,"COG4086@1|root,COG4086@2|Bacteria,1TR2I@1239|Firmicutes,4HBVZ@91061|Bacilli,4GYD3@90964|Staphylococcaceae",91061|Bacilli,S,Protein of unknown function (DUF1002),ypuA,-,-,-,-,-,-,-,-,-,-,-,DUF1002
AJPDJJ_10145,342451.SSP0055,7.50E-33,124,"2A1QJ@1|root,30PZ3@2|Bacteria,1TY5S@1239|Firmicutes,4I790@91061|Bacilli,4H06Z@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AJPDJJ_10450,1229783.C273_11635,3.78E-126,359,"2D82H@1|root,32TQ8@2|Bacteria,1U5AI@1239|Firmicutes,4IF1U@91061|Bacilli,4H06P@90964|Staphylococcaceae",91061|Bacilli,S,Plasmid replication protein,-,-,-,-,-,-,-,-,-,-,-,-,Rep_2
AJPDJJ_10455,629742.STAHO0001_0460,4.49E-66,202,"COG0346@1|root,COG0346@2|Bacteria,1VHBF@1239|Firmicutes,4HQQ0@91061|Bacilli,4GZBQ@90964|Staphylococcaceae",91061|Bacilli,E,lactoylglutathione lyase activity,-,-,-,-,-,-,-,-,-,-,-,-,"Glyoxalase,Glyoxalase_2"
AJPDJJ_10460,596319.STAWA0001_1929,1.23E-109,328,"2DBC6@1|root,2Z8BZ@2|Bacteria,1TQXM@1239|Firmicutes,4IQUN@91061|Bacilli,4GY94@90964|Staphylococcaceae",91061|Bacilli,S,Replication initiator protein A (RepA) N-terminus,-,-,-,-,-,-,-,-,-,-,-,-,RepA_N
AJPDJJ_10465,1159488.SEQMU2_14560,4.67E-50,170,"29I84@1|root,30556@2|Bacteria,1TXQN@1239|Firmicutes,4I6S0@91061|Bacilli,4GYJC@90964|Staphylococcaceae",91061|Bacilli,S,"Protein of unknown function, DUF536",-,-,-,-,-,-,-,-,-,-,-,-,DUF536
AJPDJJ_10470,1159488.SEQMU2_03035,1.38E-72,220,"COG0589@1|root,COG0589@2|Bacteria,1V6RY@1239|Firmicutes,4HIZM@91061|Bacilli,4GZ7B@90964|Staphylococcaceae",91061|Bacilli,T,Universal stress protein family,nhaX,-,-,-,-,-,-,-,-,-,-,-,Usp
