1AA1C_Z07_32_15YB_C832,1AA1N_Z07_74_15YB_G274,1AA3C_23YAS86,1AA3C_23YAS89,1AA3C_23YAS90,1AA3C_23YAS93,1AA3C_23YAS94,1AA4F_Z02_40_15YD_B440,1AA4F_Z03_94_16YA_A1094,1AA4K_Z02_81_15YD_E981,1AA4K_Z02_85_15YD_F185,1AA4K_Z02_88_15YD_F488,1AA4K_Z02_89_15YD_F589,1AA4N_Z02_71_15YD_D1171,1PA1K_28JA11,1PA1K_28JA17,1PA1K_28JA8,1PA1N_28JA36,1PA1N_28JB33,1PA1N_28JB60,1PA1N_28JB9,1PA2C_11JES51,1PA2C_11JES65,1PA2N_11JES24,1PA2N_11JES89,1PA4C_22YD91,1PA4F_22YD31,1PA4F_22YD37,1PA4F_22YD41,1PA4N_22YD54,1PB2F_Z08_47_24JA_D1147,1PB2F_Z08_49_24JA_E149,1PB2N_24JB27,1PB2N_Z08_44_24JA_D844,1PB3C_23YAC20,1PB3C_8YDS67,1PB3C_8YDS76,1PB3C_8YDS80,1PB3C_8YDS88,1PB3C_8YDS92,1PB3C_8YDS93,1PB3F_Z02_11_15YC_A1111,1PB3F_Z02_13_15YC_B113,1PB3F_Z02_3_15YC_A33,1PB3N_8YDS52,2AA1C_28JA46,2AA1C_28JA47,2AA1C_28JA61,2AA1C_28JA67,2AA3C_23YBC2,2AA3C_9YD74,2AA3C_9YD76,2AA3F_23YBC48,2AA3K_23YBC15,2AA3K_9YD62,2AA3N_8YCS7,2PA1C_11JCS80,2PA1C_11JCS83,2PA3C_15YE37,2PA3C_15YE41,2PA3C_15YE51,2PA3C_15YE61,2PA3C_15YE81,2PA3C_15YE82,2PA3N_15YE35,2PA3N_Z05_63_16YB_H763,2PB1C_Z08_6_24JA_A66,2PB1F_Z08_17_24JA_B517,2PB1K_Z08_8_24JA_A88,2PB1N_24JB79,2PB1N_24JB86,2PB1N_24JB88,2PB1N_24JB91,3AB2K_11JDS35,4AA1F_X1337,4AA1F_X1346,4AA1F_X1348,4AA1F_X1349,4AA1F_X1479,4AA1N_X1625,4AA1N_X1628,4AB1K_X1657,4AB1N_X1385,4AB1N_X1413,5AA3C_Z01_65_9YE_A565,5AA3C_Z01_75_9YE_B375,5AB3F_Z08_28_24JA_C428,5PA1C_11JBS66,5PA1C_11JBS88,5PA1C_11JBS92,5PA1C_11JBS94,5PA1C_11JBS95,5PA1F_11JBS16,5PA1F_11JBS18,5PA1F_11JBS3,5PA1N_11JBS56,5PA1N_11JBS61,5PB3C_22YC81,5PB3C_22YC83,5PB3C_22YC85,5PB3C_22YC90,5PB3F_22YC16,5PB3K_24YB54,5PB3K_24YB64,5PB3N_22YC31,7AA1C_28JC11,7AA1C_28JC2,7AA1C_28JC6,7AA1C_X1493,7AA1F_28JC33,7AA1F_28JC36,7AA1N_28JC39,7AA4C_23YAC39,7AA4C_9YB71,7AA4C_9YB82,7AA4C_Z07_48_8YBS_F1248,7AA4F_Z04_59_8YBS_A259,7AA4N_Z04_67_8YBS_C767,7AB4C_22YB68,7AB4N_22YB3,7AB4N_22YB4,7PA1C_28JC68,7PA1C_28JC84,7PA1F_28JC58,7PA1F_28JC59,7PA1K_28JC60,7PA1K_28JC61,7PA1K_28JC65,7PB4C_Z08_86_15YA_H286,8AA4C_22YB37,8AA4F_24YC6,8AA4K_22YB76,8AA4K_24YC42,8AA4K_Z06_17_16YD_C517,8AB1C_25YH90,8AB1F_25YH17,8AB1F_25YH4,8AB1K_25YH62,8AB1K_25YH71,8AB3K_24YA57,8AB4C_23YAS12,8AB4C_23YAS16,8AB4C_23YAS51,8AB4C_25YA77,8AB4F_25YA19,8AB4N_23YAS25,8AC1C_25YC8,8AC1N_25YC3,8AC4C_8YAS89,8AC4K_9YC54,8AC4K_Z03_15_23YCC_D315,8AC4N_23YBC88,8PA3K_25YE63,8PB1C_25YC36,8PB1C_25YC52,8PB1C_25YC53,8PB1K_25YC40,8PB3F_23YCS6,8PB4N_25YD28
98.127457,99.757751,96.768799,99.364029,96.767899,98.156616,99.321747,99.654465,99.236343,99.248367,99.667641,99.319,98.062775,99.436325,79.762543,97.570442,79.818573,99.730507,98.097595,99.182899,98.066139,80.091537,99.760849,99.72551,99.766678,99.367279,96.785645,99.743622,99.736832,99.627243,98.088844,97.676971,99.324966,98.101761,99.358795,99.373695,99.386871,99.239243,99.348923,99.334641,99.264328,0,0,0,99.229546,99.76358,99.320358,99.330643,99.276932,99.780029,99.781982,99.288162,99.79084,99.15564,98.035378,98.058228,99.772934,99.40239,97.573776,99.144218,97.620445,99.198975,99.314774,99.34597,97.02562,97.039291,78.858292,79.723122,0,99.4048,99.378082,98.052216,97.995094,79.483025,96.798363,99.142853,96.752594,99.348373,99.306168,99.389633,99.391212,99.751648,96.86615,96.866982,0,0,79.519882,99.833298,99.742615,99.796173,99.251694,99.171448,80.851929,99.711075,98.119476,98.101303,99.422165,99.295341,79.999825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.093018,99.283661,96.823494,99.242142,96.884293,98.088623,99.4086,99.227806,99.324097,99.190201,99.188507,99.419937,98.001221,99.286591,79.67585,97.620621,79.769554,99.272125,97.953575,99.114044,97.970169,80.004745,99.257286,99.25515,99.206154,99.115196,96.81543,99.243439,99.200134,99.107155,97.998871,97.574295,99.36097,97.991867,99.182266,99.259613,99.284668,99.166214,99.195549,99.227112,99.176331,0,0,0,99.178604,99.240746,99.227539,99.284164,99.34906,99.270554,99.277466,99.234451,99.279175,99.31424,98.120087,98.124908,99.275848,99.228485,97.621948,99.148972,97.627281,99.110855,99.199333,99.168655,97.05658,97.058807,78.748413,79.464661,0,99.225006,99.245789,98.07444,97.976837,79.871704,96.827591,99.113739,96.854248,99.377289,99.112389,99.420837,99.427017,99.22699,96.937439,96.936569,0,0,79.652618,99.224213,99.300972,99.19191,99.244019,99.231293,80.745071,99.329102,97.954437,97.978424,99.247833,99.97773,80.033989,99.287827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.142212,99.769547,96.808006,99.410172,96.820236,98.145309,99.31601,99.66922,99.204437,99.276604,99.617668,99.297531,98.045464,99.452484,79.821587,97.597527,79.88829,99.70166,98.048927,99.262665,98.047256,80.172485,99.773087,99.759346,99.778191,99.376358,96.772217,99.739319,99.762711,99.635071,98.051292,97.699417,99.358124,98.065483,99.369507,99.406097,99.36438,99.293831,99.396927,99.361717,99.271065,0,0,0,99.276222,99.787102,99.295654,99.330429,99.296051,99.776154,99.779388,99.292503,99.807571,99.164841,98.09227,98.099487,99.792603,99.432716,97.605019,99.145615,97.601112,99.246414,99.334488,99.400772,97.039764,97.063065,78.904327,79.73111,0,99.413307,99.425842,98.057755,98.049026,79.536537,96.732887,99.160446,96.770874,99.346237,99.359726,99.371399,99.420967,99.780655,96.886093,96.854736,0,0,79.61879,99.848282,99.73291,99.843201,99.194809,99.1381,80.818283,99.727722,98.077797,98.086029,99.422852,99.312576,80.082336,99.984299,99.255188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.118088,99.794266,96.791031,99.360596,96.787529,98.156784,99.326523,99.662048,99.24881,99.322533,99.687431,99.367767,98.063736,99.46505,79.877045,97.618912,79.866302,99.731964,98.051773,99.228394,98.028671,80.140556,99.80368,99.780746,99.781425,99.378342,96.80365,99.757751,99.776283,99.65416,98.052765,97.706963,99.346237,98.058334,99.405975,99.425705,99.402084,99.304718,99.393387,99.378716,99.266327,0,0,0,99.310791,99.793976,99.296173,99.336601,99.309464,99.796112,99.795242,99.300438,99.81163,99.187347,98.119904,98.090485,99.764366,99.454926,97.61438,99.17009,97.586609,99.23909,99.346367,99.382141,97.064758,97.046936,78.853714,79.784317,0,99.377708,99.439163,98.093933,98.079285,79.51004,96.830902,99.207962,96.839607,99.332512,99.378494,99.337852,99.41169,99.774475,96.889656,96.893219,0,0,79.418091,99.880081,99.748016,99.849747,99.267258,99.179565,80.914825,99.72554,98.107559,98.075958,99.440018,99.270554,79.883301,99.977837,99.239319,99.993721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.747437,80.955307,80.826614,80.982788,80.899231,80.746979,80.918732,80.996872,81.075607,80.791817,81.070328,80.787033,80.898514,80.78038,79.55983,80.860214,79.496468,80.964203,80.89621,80.83847,80.868088,80.533112,81.166908,81.180496,81.140411,80.926102,80.798187,81.166992,81.131927,81.297043,80.840256,80.864517,80.775017,80.845886,80.853539,81.12468,81.019775,80.85994,80.725677,80.790314,80.749435,0,0,0,80.849968,80.865417,80.740089,80.910507,80.72364,80.772934,80.826691,80.819084,80.866409,80.80014,81.020714,81.052544,80.734344,81.18412,80.792564,80.845367,80.8172,81.046448,81.060669,80.7733,81.046432,81.079697,78.943718,79.59671,0,81.076256,81.091248,80.983185,80.920883,79.544632,80.583817,80.749542,80.836617,80.634544,80.968819,80.626617,80.606865,80.782326,80.687523,80.694412,0,0,79.498505,80.764862,80.839355,80.782196,81.137054,81.122177,99.704163,80.85849,80.922157,80.977356,80.831589,80.882675,79.870667,80.810074,80.818893,80.879074,80.944489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.153381,99.718857,96.77742,99.517014,96.786377,98.13887,99.304672,99.748398,99.222534,99.342163,99.706467,99.370392,98.005432,99.525818,79.749176,97.603745,79.751167,99.765053,98.079834,99.280304,98.000168,80.237564,99.828003,99.838959,99.822388,99.484993,96.829224,99.822021,99.744019,99.778481,98.011642,97.626099,99.401535,98.083496,99.397919,99.478683,99.430527,99.332718,99.373856,99.36937,99.366074,0,0,0,99.336365,99.746712,99.36441,99.394852,99.337509,99.756813,99.719994,99.404564,99.748306,99.263687,98.214737,98.216652,99.748734,99.48822,97.698578,99.267471,97.706749,99.346992,99.38266,99.518356,97.212219,97.17849,78.855469,79.718086,0,99.437683,99.445221,98.244621,98.091217,79.453033,96.801239,99.186966,96.864349,99.387245,99.421219,99.425812,99.431519,99.772285,96.902039,96.903076,0,0,79.663544,99.726837,99.949554,99.741196,99.400986,99.378235,80.862244,99.941162,98.113907,98.081436,99.442947,99.28273,80.047348,99.714188,99.312958,99.748154,99.747757,80.904816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.99678,99.273834,96.760666,99.324478,96.813484,98.011871,99.218216,99.316086,99.378677,99.259857,99.293983,99.2677,97.927849,99.373184,79.709015,97.543259,79.756668,99.162628,97.901199,99.141586,97.88813,80.055496,99.291565,99.290718,99.241371,99.403244,96.810226,99.081787,99.18235,99.189232,97.905342,97.507401,99.250412,97.965141,99.260757,98.964539,99.037888,99.179283,99.253967,99.232315,99.27076,0,0,0,99.175095,99.302521,99.32518,99.228554,99.255936,99.352974,99.334137,99.244728,99.425049,99.209625,98.084686,98.079117,99.349678,99.227432,97.561584,99.083252,97.602722,99.054825,99.167084,99.338547,97.208893,97.224335,78.815659,79.685677,0,99.749939,99.768768,98.106705,98.026848,79.566193,96.790131,99.156647,96.886955,99.234329,99.25444,99.278412,99.333054,99.29425,96.926903,96.865486,0,0,79.612938,99.273933,99.350868,99.284027,99.133965,99.05072,81.019417,99.409462,97.914803,97.831833,99.097626,99.18351,79.667068,99.259964,99.172974,99.267479,99.264923,81.224899,99.395638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.120728,99.857971,96.749756,99.371521,96.728035,98.058731,99.401741,99.687607,99.349236,99.297867,99.701286,99.427979,98.022934,99.490456,79.678986,97.630096,79.709473,99.803307,98.045601,99.236862,98.049515,79.939651,99.695587,99.666969,99.701904,99.412933,96.818405,99.66243,99.755463,99.559402,98.025131,97.680382,99.37648,98.022491,99.375717,99.34465,99.364258,99.31739,99.360588,99.36554,99.2733,0,0,0,99.280396,99.823288,99.416885,99.347046,99.351608,99.835632,99.801163,99.362137,99.888817,99.274918,98.166565,98.171028,99.860558,99.387344,97.66304,99.286606,97.633217,99.238312,99.323914,99.489632,97.058334,97.033829,78.830765,79.715378,0,99.393402,99.427887,98.192314,98.040588,79.395447,96.85157,99.274384,96.85321,99.394821,99.277863,99.446487,99.430969,99.812164,96.879333,96.8853,0,0,79.672241,99.747017,99.720734,99.739548,99.298203,99.286346,80.752136,99.694183,98.093628,98.069977,99.402985,99.226616,79.64447,99.746048,99.275436,99.743042,99.773376,80.977814,99.710442,99.422264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.120041,99.878616,96.767014,99.438965,96.744057,98.063362,99.39975,99.71447,99.346924,99.272423,99.691895,99.450119,97.970108,99.526886,79.789513,97.556236,79.788208,99.794022,97.988083,99.166168,98.015366,80.059723,99.701286,99.695328,99.669556,99.447166,96.829262,99.646263,99.731384,99.557625,97.958221,97.554482,99.388794,97.988998,99.336655,99.173294,99.192474,99.307953,99.338257,99.325882,99.282455,0,0,0,99.298676,99.840904,99.392258,99.318817,99.371399,99.842087,99.802231,99.31543,99.88681,99.257881,98.153397,98.176384,99.820412,99.327728,97.609253,99.213776,97.581924,99.176933,99.272995,99.483047,97.023483,97.052109,78.869476,79.716843,0,99.392807,99.405869,98.184105,98.142914,79.540619,96.846527,99.260727,96.860672,99.372787,99.26001,99.383797,99.422668,99.863022,96.863922,96.834297,0,0,79.702072,99.743866,99.733963,99.742035,99.318428,99.315445,80.705078,99.740067,98.099762,98.077652,99.368561,99.220779,79.781021,99.732643,99.284386,99.742867,99.774216,80.914757,99.749908,99.409241,99.981583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.067467,99.37146,96.66404,99.47319,96.659714,98.132927,99.313164,99.519707,99.215668,99.156158,99.568565,99.39679,98.046265,99.561218,79.610489,97.660309,79.660934,99.359528,98.000687,99.244293,98.065437,79.761749,99.447334,99.484047,99.445656,99.179733,96.746994,99.442963,99.351822,99.363663,98.047379,97.758102,99.445122,97.981476,99.283829,99.750641,99.754631,99.18634,99.282364,99.267403,99.1203,0,0,0,99.144897,99.362091,99.28183,99.150513,99.184952,99.340836,99.328873,99.237671,99.461975,99.179611,98.044418,98.072433,99.392517,99.420685,97.751099,99.032883,97.803345,99.097145,99.355515,99.476929,97.020905,96.964127,78.61235,79.442215,0,99.205032,99.237137,98.086868,97.948166,79.550423,96.847504,99.213074,96.871002,99.309189,99.270493,99.388893,99.370163,99.512894,96.903793,96.910973,0,0,79.412262,99.459404,99.495651,99.44075,99.226715,99.281219,80.720078,99.466324,98.082779,98.102951,99.704346,99.290558,79.656036,99.436752,99.299927,99.482758,99.469337,80.70002,99.498947,99.135605,99.460663,99.375374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.417679,79.883545,79.814301,79.755844,79.790367,79.482376,79.630722,79.630661,80.021194,79.690987,79.68808,79.554199,79.30954,79.553421,99.209213,79.773346,99.179443,79.784042,79.455063,79.770493,79.58271,79.958405,79.948334,79.919472,79.919693,79.885185,79.727722,80.042877,79.82637,79.732742,79.302826,79.764374,79.46994,79.301254,79.949463,79.649536,79.56118,79.918884,79.860008,79.863586,79.732468,0,0,0,79.749527,79.745575,79.942719,79.972885,79.948441,79.778534,79.791359,79.90596,79.773415,80.022881,79.656891,79.715759,80.024765,79.786591,79.596214,80.021683,79.49041,79.940033,79.836975,79.853638,79.746651,79.620232,79.4468,99.878082,0,79.897079,79.985107,79.741783,79.525719,97.451233,79.468796,79.65686,79.543488,79.730164,79.658867,79.632263,79.625305,79.783585,79.406738,79.435143,0,0,79.460907,79.783264,79.765633,80.011261,79.950439,80.059097,79.593918,79.979378,79.451538,79.588539,79.660248,79.681549,99.042145,79.764587,79.572472,79.875206,79.849274,79.595886,79.868637,80.032463,80.11306,80.294724,79.537109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.097176,99.868332,96.747078,99.436653,96.799004,98.079376,99.393166,99.714828,99.326996,99.269272,99.682724,99.417786,97.934151,99.460449,79.80928,97.563156,79.892059,99.776939,98.021683,99.122742,98.03157,80.086304,99.67659,99.689079,99.662811,99.355988,96.837891,99.672226,99.746712,99.552872,97.941971,97.598419,99.364792,98.023453,99.315063,99.185638,99.20295,99.277504,99.330597,99.327454,99.278549,0,0,0,99.268539,99.822449,99.397575,99.300781,99.310471,99.838089,99.851341,99.332291,99.890022,99.240433,98.152107,98.19165,99.836662,99.34446,97.645401,99.245605,97.526024,99.159302,99.30397,99.485062,97.05014,97.072342,78.787994,79.793777,0,99.386963,99.439316,98.16069,98.14592,79.503311,96.893875,99.213646,96.887619,99.34095,99.2631,99.379776,99.39743,99.840202,96.881104,96.846634,0,0,79.728951,99.694885,99.734619,99.741737,99.293465,99.247162,80.817146,99.714722,98.078384,98.069,99.369186,99.216095,79.732475,99.760849,99.250099,99.734467,99.770088,80.961037,99.761322,99.42981,99.9907,99.994003,99.373703,80.278862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.175232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.10675,99.366669,96.928574,99.445206,96.893661,98.14006,99.44072,99.406548,99.397453,99.412315,99.412445,99.44783,98.185036,99.437134,79.767349,97.685638,79.786118,99.371094,98.1633,99.355972,98.103432,79.730392,99.394905,99.397354,99.401123,99.306061,96.922897,99.414703,99.328094,99.390205,98.146637,97.69986,99.351837,98.16111,99.943817,99.383682,99.400757,99.938995,99.934097,99.922989,99.396919,0,0,0,99.380875,99.403854,99.463959,99.36615,99.384636,99.468277,99.43042,99.420265,99.459534,99.398521,98.241135,98.28363,99.404465,99.360977,97.74588,99.29274,97.75354,99.359192,99.353012,99.34996,97.201851,97.178658,78.973602,79.715271,0,99.384171,99.387566,98.267769,98.132515,79.595337,96.89093,99.132446,96.998489,99.331764,99.231308,99.34034,99.340057,99.346222,97.023346,96.96286,0,0,79.479317,99.407516,99.394073,99.414001,99.453201,99.423935,80.712486,99.380615,98.158569,98.154907,99.373901,99.255203,79.730614,99.38829,99.226746,99.3965,99.374573,80.746536,99.373383,99.370956,99.440742,99.393951,99.312103,79.836357,99.372238,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.60379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.785248,94.780602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.076408,99.921844,96.747726,99.458687,96.788956,98.032806,99.316185,99.673279,99.252533,99.317589,99.733994,99.426437,97.943329,99.462372,79.771988,97.547287,79.807373,99.849274,97.971252,99.100693,97.959076,79.906998,99.677269,99.683723,99.660057,99.346901,96.849106,99.700974,99.798904,99.55661,97.943604,97.586838,99.405624,98.016312,99.296494,99.187798,99.179817,99.263519,99.317261,99.301987,99.271759,0,0,0,99.282181,99.908104,99.347382,99.266823,99.305984,99.89872,99.886673,99.275513,99.906258,99.237617,98.197769,98.202873,99.804672,99.227013,97.549156,99.227806,97.531494,99.191788,99.183769,99.464249,97.009071,97.007675,78.794258,79.521027,0,99.320076,99.366882,98.196678,98.034164,79.611992,96.836494,99.237022,96.898636,99.42482,99.154327,99.427475,99.443207,99.89933,96.922363,96.912773,0,0,79.519913,99.807205,99.718933,99.802353,99.306519,99.259567,80.814621,99.694412,98.026184,98.032593,99.282318,99.236145,79.749619,99.761414,99.244415,99.768234,99.765411,81.076614,99.736038,99.259628,99.766701,99.721191,99.386658,79.897888,99.755264,0,99.45192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.119217,99.230469,96.872383,99.298279,96.900543,98.066879,99.310699,99.31543,99.309235,99.1147,99.36454,99.381882,98.081291,99.296616,79.786156,97.764816,79.759354,99.213623,98.082733,99.225998,98.054443,79.937958,99.355019,99.35965,99.327438,99.127426,96.943535,99.322983,99.198654,99.31501,98.042908,97.71846,99.575714,98.018311,99.094658,99.145462,99.15657,99.221817,99.153885,99.142029,99.15036,0,0,0,99.05246,99.302475,99.369492,99.332222,99.465973,99.306,99.28904,99.358437,99.360672,99.477524,98.202408,98.134628,99.287552,99.145355,97.759216,99.094559,97.766815,99.081512,99.112656,99.171684,97.072746,96.981949,78.876846,79.541107,0,99.130516,99.207489,98.20105,98.120407,79.721848,96.773842,99.164238,96.841919,99.788109,99.135757,99.793701,99.841965,99.311691,96.931099,96.936752,0,0,79.332733,99.394684,99.335861,99.385246,99.263771,99.303528,80.57502,99.369614,98.117477,98.079498,99.248856,99.337257,79.509979,99.340225,99.38324,99.315536,99.337067,80.730164,99.415756,99.147598,99.366989,99.287888,99.223633,79.674675,99.259018,0,99.260414,0,99.179672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.691589,80.702919,80.804794,80.660233,80.846786,80.685303,80.535759,80.671982,80.632812,80.59436,80.626465,80.512764,80.573059,80.652756,79.832764,80.561783,79.807304,80.602058,80.59819,80.578522,80.690086,80.46817,80.857025,80.774246,80.864029,80.666138,80.726715,80.812691,80.746231,80.833481,80.601311,80.602386,80.634445,80.576683,80.836533,80.705322,80.721344,80.810898,80.797684,80.834183,80.51268,0,0,0,80.576248,80.579727,80.748825,80.705795,80.736298,80.59407,80.663361,80.724396,80.607468,80.682083,80.736443,80.736008,80.677017,80.882874,80.571396,80.643768,80.507874,80.82589,80.877945,80.625656,80.796837,80.789551,79.184471,79.731071,0,80.757507,80.838066,80.65741,80.615921,79.855431,80.509018,80.602707,80.606712,80.673309,80.726974,80.652725,80.721725,80.672501,80.598404,80.659149,0,0,79.432167,80.744812,80.627228,80.696053,80.722954,80.716049,96.504196,80.695793,80.555283,80.744354,80.600037,80.582054,79.803467,80.717049,80.620712,80.683609,80.740082,96.572678,80.754341,81.037964,80.846481,80.814835,80.522354,79.677208,80.83812,0,80.694534,0,80.782974,80.695053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.161575,99.229172,96.883034,99.284927,96.903564,98.119476,99.366508,99.360466,99.27491,99.138947,99.397499,99.420334,98.086624,99.289505,79.456841,97.760406,79.436455,99.200577,98.120346,99.234261,98.059235,79.804489,99.350571,99.36824,99.331451,99.167969,96.898064,99.285065,99.21701,99.352997,98.079971,97.806259,99.643204,98.111694,99.210587,99.175354,99.14595,99.24865,99.276611,99.231186,99.136429,0,0,0,99.156296,99.27861,99.391495,99.396851,99.462898,99.285568,99.266617,99.366837,99.384888,99.510422,98.199203,98.164841,99.274895,99.175293,97.763153,99.092285,97.807922,99.096817,99.099808,99.185577,97.094398,97.047928,78.73732,79.219887,0,99.136276,99.224228,98.228485,98.104477,79.462769,96.893692,99.168945,96.879013,99.82637,99.138031,99.8293,99.85125,99.32692,96.983353,96.931168,0,0,79.216309,99.443756,99.393585,99.406708,99.250397,99.320419,80.54612,99.369125,98.121918,98.114044,99.285507,99.386917,79.392578,99.346443,99.401962,99.302551,99.344467,80.697739,99.379646,99.16124,99.299927,99.247856,99.303207,79.270393,99.264923,0,99.314178,0,99.207214,99.984795,80.639771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.070724,99.114761,96.828583,99.195633,96.858788,97.985596,99.181107,99.14846,99.095161,99.223495,99.13707,99.209091,98.05867,99.221619,79.771866,97.613159,79.765564,99.162758,97.985626,99.067093,98.027374,79.949677,99.244461,99.248138,99.249985,99.094193,96.882614,99.211823,99.102875,99.13932,98.046722,97.602158,99.17704,98.010101,99.187012,99.200462,99.201073,99.223198,99.221809,99.173737,99.185387,0,0,0,99.23111,99.270027,99.18367,99.108948,99.088333,99.263229,99.26503,99.098351,99.276421,99.148521,98.10585,98.094795,99.233765,99.098816,97.557091,99.121597,97.565002,99.120178,99.06591,99.177353,97.16745,97.185188,78.890434,79.761192,0,99.22876,99.234627,98.094391,98.059555,79.47435,96.822861,99.336494,96.82885,99.087769,99.156197,99.131226,99.134857,99.18998,96.949394,96.917679,0,0,79.458481,99.208694,99.257362,99.190742,99.205902,99.153511,80.751068,99.210869,98.024841,98.073654,99.230339,99.139458,79.633652,99.199501,99.158829,99.15834,99.184036,80.772926,99.1968,99.220856,99.24144,99.226387,99.235634,79.858589,99.217209,0,99.264694,0,99.237854,99.128937,80.81601,99.200272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.049149,99.117668,96.735382,99.145447,96.801758,97.987816,99.123535,99.078934,99.042664,99.202255,99.143997,99.235359,97.981453,99.166183,79.751556,97.522598,79.733315,99.126801,97.973289,99.021095,97.937202,79.953445,99.204559,99.156715,99.148186,99.019829,96.875793,99.160019,99.151886,99.106964,97.980782,97.53878,99.174149,97.931839,99.22438,99.129486,99.118553,99.206177,99.238281,99.186447,99.137741,0,0,0,99.161789,99.256371,99.201767,99.110016,99.125854,99.23494,99.260391,99.105125,99.253342,99.122078,98.074921,98.108925,99.227974,99.061737,97.510612,99.079422,97.510818,99.029472,99.001404,99.150986,97.179001,97.216217,78.826996,79.745941,0,99.190666,99.197502,98.101921,98.038101,79.510818,96.808929,99.331856,96.825974,99.109604,99.164436,99.135117,99.148575,99.161072,96.977203,96.916183,0,0,79.483261,99.182159,99.253014,99.159454,99.147034,99.119827,80.723053,99.182053,98.008804,98.017815,99.182861,99.0653,79.595139,99.126358,99.12159,99.10524,99.121727,80.754608,99.148376,99.120087,99.190582,99.173996,99.163879,79.843781,99.193558,0,99.254028,0,99.21759,99.107544,80.745773,99.197464,99.996902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
